Vernier Format 2
blank_mit_gewicht.cmbl 18.03.2025 18:38:46 .
Aktuell
Zeit	Potenzial
t	Pot
s	cm

0	0.0592444410249
0.005	0.0592444410249
0.01	0.0592444410249
0.015	0.0592444410249
0.02	0.0592444410249
0.025	0.0592444410249
0.03	0.0592444410249
0.035	0.0592444410249
0.04	0.0592444410249
0.045	0.0592444410249
0.05	0.157728706625
0.055	0.206970839424
0.06	0.256212972224
0.065	0.256212972224
0.07	0.206970839424
0.075	0.157728706625
0.08	0.206970839424
0.085	0.206970839424
0.09	0.206970839424
0.095	0.206970839424
0.1	0.0592444410249
0.105	0.0592444410249
0.11	0.108486573825
0.115	0.108486573825
0.12	0.0592444410249
0.125	0.0592444410249
0.13	0.157728706625
0.135	0.157728706625
0.14	0.157728706625
0.145	0.108486573825
0.15	0.108486573825
0.155	0.0592444410249
0.16	0.157728706625
0.165	0.108486573825
0.17	0.108486573825
0.175	0.0592444410249
0.18	0.157728706625
0.185	0.157728706625
0.19	0.0592444410249
0.195	0.0592444410249
0.2	-0.0392398245749
0.205	-0.0392398245749
0.21	-0.0392398245749
0.215	-0.0392398245749
0.22	0.0592444410249
0.225	0.0592444410249
0.23	0.0592444410249
0.235	0.108486573825
0.24	0.206970839424
0.245	0.206970839424
0.25	0.157728706625
0.255	0.108486573825
0.26	0.157728706625
0.265	0.157728706625
0.27	0.157728706625
0.275	0.206970839424
0.28	0.256212972224
0.285	0.256212972224
0.29	0.0592444410249
0.295	0.0592444410249
0.3	0.157728706625
0.305	0.206970839424
0.31	0.305455105024
0.315	0.305455105024
0.32	0.157728706625
0.325	0.157728706625
0.33	0.206970839424
0.335	0.206970839424
0.34	0.108486573825
0.345	0.0592444410249
0.35	0.157728706625
0.355	0.108486573825
0.36	0.0592444410249
0.365	0.0592444410249
0.37	0.157728706625
0.375	0.157728706625
0.38	0.157728706625
0.385	0.108486573825
0.39	0.108486573825
0.395	0.157728706625
0.4	0.157728706625
0.405	0.206970839424
0.41	0.206970839424
0.415	0.157728706625
0.42	0.108486573825
0.425	0.157728706625
0.43	0.157728706625
0.435	0.206970839424
0.44	0.108486573825
0.445	0.108486573825
0.45	0.206970839424
0.455	0.157728706625
0.46	0.256212972224
0.465	0.256212972224
0.47	0.157728706625
0.475	0.157728706625
0.48	0.0592444410249
0.485	0.0592444410249
0.49	0.157728706625
0.495	0.206970839424
0.5	0.157728706625
0.505	0.206970839424
0.51	0.0592444410249
0.515	0.0592444410249
0.52	0.010002308225
0.525	-0.0392398245749
0.53	0.108486573825
0.535	0.0592444410249
0.54	0.108486573825
0.545	0.0592444410249
0.55	-0.0392398245749
0.555	0.010002308225
0.56	-0.0392398245749
0.565	0.010002308225
0.57	0.010002308225
0.575	0.010002308225
0.58	0.0592444410249
0.585	0.0592444410249
0.59	0.0592444410249
0.595	0.0592444410249
0.6	-0.0392398245749
0.605	0.010002308225
0.61	0.0592444410249
0.615	0.108486573825
0.62	0.0592444410249
0.625	0.010002308225
0.63	-0.137724090175
0.635	-0.0884819573748
0.64	-0.0392398245749
0.645	-0.0392398245749
0.65	-0.0392398245749
0.655	-0.0392398245749
0.66	-0.0392398245749
0.665	0.010002308225
0.67	-0.0392398245749
0.675	-0.0392398245749
0.68	0.0592444410249
0.685	0.0592444410249
0.69	0.0592444410249
0.695	0.0592444410249
0.7	-0.0392398245749
0.705	-0.0392398245749
0.71	-0.0884819573748
0.715	-0.0884819573748
0.72	-0.0884819573748
0.725	-0.137724090175
0.73	0.010002308225
0.735	-0.0392398245749
0.74	-0.0392398245749
0.745	-0.0392398245749
0.75	-0.0392398245749
0.755	-0.0392398245749
0.76	-0.0884819573748
0.765	-0.0884819573748
0.77	-0.0884819573748
0.775	-0.0884819573748
0.78	0.0592444410249
0.785	0.0592444410249
0.79	-0.0392398245749
0.795	-0.0392398245749
0.8	0.0592444410249
0.805	0.0592444410249
0.81	0.0592444410249
0.815	0.0592444410249
0.82	-0.0392398245749
0.825	-0.0392398245749
0.83	-0.0392398245749
0.835	-0.0392398245749
0.84	0.0592444410249
0.845	0.0592444410249
0.85	0.108486573825
0.855	0.157728706625
0.86	0.0592444410249
0.865	0.108486573825
0.87	0.206970839424
0.875	0.206970839424
0.88	0.108486573825
0.885	0.0592444410249
0.89	0.0592444410249
0.895	0.108486573825
0.9	0.010002308225
0.905	0.010002308225
0.91	0.206970839424
0.915	0.157728706625
0.92	0.0592444410249
0.925	0.0592444410249
0.93	0.0592444410249
0.935	0.108486573825
0.94	0.256212972224
0.945	0.256212972224
0.95	0.400861737324
0.955	0.400861737324
0.96	0.597830268524
0.965	0.597830268524
0.97	0.844040932523
0.975	0.844040932523
0.98	1.08717396322
0.985	1.08717396322
0.99	1.43186889282
0.995	1.38262676002
1	1.77348618912
1.005	1.77348618912
1.01	2.11818111872
1.015	2.11818111872
1.02	2.50904054782
1.025	2.55828268062
1.03	2.85065784412
1.035	2.85065784412
1.04	3.29383703932
1.045	3.24459490652
1.05	3.78318073402
1.055	3.78318073402
1.06	4.12479803031
1.065	4.17404016311
1.07	4.66646149111
1.075	4.66646149111
1.08	5.20504731861
1.085	5.15580518581
1.09	5.89135954451
1.095	5.89135954451
1.1	6.38070323921
1.105	6.38070323921
1.11	7.11625759791
1.115	7.11625759791
1.12	7.89797645611
1.125	7.89797645611
1.13	8.6335308148
1.135	8.584288682
1.14	9.2706009079
1.145	9.2706009079
1.15	10.1046395322
1.155	10.1046395322
1.16	10.984842656
1.165	10.984842656
1.17	12.0158498115
1.175	12.0158498115
1.18	12.8960529353
1.185	12.8960529353
1.19	13.877817958
1.195	13.8285758252
1.2	14.8565053474
1.205	14.8565053474
1.21	15.9829191352
1.215	15.9829191352
1.22	17.0631684235
1.225	17.0631684235
1.23	18.2880664769
1.235	18.2880664769
1.24	19.3652381319
1.245	19.3159959991
