Vernier Format 2
blank_mit_gewicht.cmbl 18.03.2025 18:24:24 .
Aktuell
Zeit	Potenzial
t	Pot
s	cm

0	0.0592444410249
0.005	0.0592444410249
0.01	0.0592444410249
0.015	0.010002308225
0.02	0.010002308225
0.025	-0.186966222975
0.03	-0.186966222975
0.035	-0.186966222975
0.04	-0.186966222975
0.045	-0.0884819573748
0.05	-0.137724090175
0.055	-0.282372855274
0.06	-0.282372855274
0.065	-0.186966222975
0.07	-0.186966222975
0.075	-0.137724090175
0.08	-0.137724090175
0.085	0.010002308225
0.09	0.010002308225
0.095	-0.0392398245749
0.1	-0.0392398245749
0.105	0.0592444410249
0.11	0.0592444410249
0.115	0.0592444410249
0.12	0.0592444410249
0.125	0.010002308225
0.13	0.010002308225
0.135	0.010002308225
0.14	0.010002308225
0.145	-0.0392398245749
0.15	-0.0392398245749
0.155	0.0592444410249
0.16	0.0592444410249
0.165	-0.0392398245749
0.17	-0.0392398245749
0.175	-0.0884819573748
0.18	-0.0392398245749
0.185	0.010002308225
0.19	-0.0392398245749
0.195	-0.0884819573748
0.2	-0.0884819573748
0.205	-0.0392398245749
0.21	-0.0392398245749
0.215	-0.0884819573748
0.22	-0.0884819573748
0.225	0.010002308225
0.23	0.010002308225
0.235	0.0592444410249
0.24	0.0592444410249
0.245	0.0592444410249
0.25	0.0592444410249
0.255	0.010002308225
0.26	0.010002308225
0.265	0.0592444410249
0.27	0.0592444410249
0.275	0.0592444410249
0.28	0.0592444410249
0.285	-0.0884819573748
0.29	-0.0392398245749
0.295	-0.137724090175
0.3	-0.0884819573748
0.305	-0.0392398245749
0.31	-0.0392398245749
0.315	-0.137724090175
0.32	-0.137724090175
0.325	-0.0884819573748
0.33	-0.0884819573748
0.335	-0.0884819573748
0.34	-0.137724090175
0.345	-0.137724090175
0.35	-0.137724090175
0.355	0.0592444410249
0.36	0.0592444410249
0.365	-0.0392398245749
0.37	-0.0392398245749
0.375	0.010002308225
0.38	-0.0392398245749
0.385	-0.0392398245749
0.39	-0.0392398245749
0.395	0.010002308225
0.4	0.010002308225
0.405	-0.0392398245749
0.41	-0.0392398245749
0.415	0.010002308225
0.42	0.010002308225
0.425	0.0592444410249
0.43	0.108486573825
0.435	-0.0392398245749
0.44	-0.0392398245749
0.445	0.0592444410249
0.45	0.0592444410249
0.455	0.010002308225
0.46	0.010002308225
0.465	0.0592444410249
0.47	0.0592444410249
0.475	0.0592444410249
0.48	0.0592444410249
0.485	0.0592444410249
0.49	0.0592444410249
0.495	0.0592444410249
0.5	0.0592444410249
0.505	-0.0392398245749
0.51	-0.0392398245749
0.515	-0.0392398245749
0.52	-0.0392398245749
0.525	-0.0884819573748
0.53	-0.0392398245749
0.535	-0.0392398245749
0.54	-0.0392398245749
0.545	0.0592444410249
0.55	0.0592444410249
0.555	-0.0392398245749
0.56	-0.0392398245749
0.565	-0.0392398245749
0.57	-0.0392398245749
0.575	0.0592444410249
0.58	0.0592444410249
0.585	0.010002308225
0.59	-0.0392398245749
0.595	-0.137724090175
0.6	-0.137724090175
0.605	0.0592444410249
0.61	0.010002308225
0.615	0.010002308225
0.62	-0.0392398245749
0.625	0.0592444410249
0.63	0.108486573825
0.635	0.157728706625
0.64	0.157728706625
0.645	0.108486573825
0.65	0.157728706625
0.655	0.108486573825
0.66	0.108486573825
0.665	0.0592444410249
0.67	0.0592444410249
0.675	0.108486573825
0.68	0.0592444410249
0.685	0.157728706625
0.69	0.157728706625
0.695	0.0592444410249
0.7	0.0592444410249
0.705	0.0592444410249
0.71	0.0592444410249
0.715	0.0592444410249
0.72	0.0592444410249
0.725	0.0592444410249
0.73	-0.0392398245749
0.735	0.157728706625
0.74	0.108486573825
0.745	-0.0392398245749
0.75	-0.0884819573748
0.755	0.108486573825
0.76	0.0592444410249
0.765	0.010002308225
0.77	0.010002308225
0.775	-0.0392398245749
0.78	-0.0884819573748
0.785	-0.137724090175
0.79	-0.0884819573748
0.795	-0.0392398245749
0.8	-0.0392398245749
0.805	-0.137724090175
0.81	-0.0884819573748
0.815	-0.0392398245749
0.82	-0.0392398245749
0.825	-0.0392398245749
0.83	0.010002308225
0.835	-0.0392398245749
0.84	0.010002308225
0.845	0.0592444410249
0.85	0.0592444410249
0.855	0.157728706625
0.86	0.157728706625
0.865	0.354697237824
0.87	0.354697237824
0.875	0.450103870124
0.88	0.450103870124
0.885	0.597830268524
0.89	0.597830268524
0.895	0.844040932523
0.9	0.844040932523
0.905	1.13641609602
0.91	1.13641609602
0.915	1.43186889282
0.92	1.43186889282
0.925	1.77348618912
0.93	1.72424405632
0.935	1.97045472032
0.94	1.97045472032
0.945	2.36131414942
0.95	2.41055628222
0.955	2.70600907902
0.96	2.75525121182
0.965	3.19535277372
0.97	3.19535277372
0.975	3.53697007002
0.98	3.58621220282
0.985	3.88166499962
0.99	3.93090713242
0.995	4.37100869431
1	4.32176656151
1.005	4.71262599061
1.01	4.71262599061
1.015	5.15580518581
1.02	5.15580518581
1.025	5.69439101331
1.03	5.69439101331
1.035	6.13449257521
1.04	6.13449257521
1.045	6.62383626991
1.05	6.62383626991
1.055	7.26090636301
1.06	7.16549973071
1.065	7.55635915981
1.07	7.55635915981
1.075	7.94721858891
1.08	7.99646072171
1.085	8.5350465492
1.09	8.584288682
1.095	9.1228745095
1.1	9.0736323767
1.105	9.6152958375
1.11	9.6152958375
1.115	10.2031237978
1.12	10.2031237978
1.125	10.7417096253
1.13	10.7909517581
1.135	11.2802954528
1.14	11.3295375856
1.145	12.1143340771
1.15	12.1143340771
1.155	12.7514041702
1.16	12.7021620374
1.165	13.4346387628
1.17	13.4346387628
1.175	14.0224667231
1.18	14.0224667231
1.185	14.5641301839
1.19	14.5641301839
1.195	15.3950911749
1.2	15.3950911749
1.205	15.9336770024
1.21	15.9336770024
1.215	16.6692313611
