Vernier Format 2
blank_mit_gewicht.cmbl 18.03.2025 18:29:22 .
Aktuell
Zeit	Potenzial
t	Pot
s	cm

0	-0.137724090175
0.005	-0.0392398245749
0.01	-0.0392398245749
0.015	-0.0392398245749
0.02	-0.0392398245749
0.025	-0.0884819573748
0.03	-0.0884819573748
0.035	-0.137724090175
0.04	-0.137724090175
0.045	-0.282372855274
0.05	-0.282372855274
0.055	-0.236208355774
0.06	-0.282372855274
0.065	-0.282372855274
0.07	-0.282372855274
0.075	-0.282372855274
0.08	-0.282372855274
0.085	-0.282372855274
0.09	-0.282372855274
0.095	-0.186966222975
0.1	-0.186966222975
0.105	-0.282372855274
0.11	-0.282372855274
0.115	-0.282372855274
0.12	-0.282372855274
0.125	-0.137724090175
0.13	-0.0884819573748
0.135	-0.282372855274
0.14	-0.282372855274
0.145	-0.0884819573748
0.15	-0.0392398245749
0.155	-0.0884819573748
0.16	-0.0884819573748
0.165	-0.0392398245749
0.17	-0.0884819573748
0.175	-0.236208355774
0.18	-0.186966222975
0.185	-0.0392398245749
0.19	-0.0392398245749
0.195	-0.186966222975
0.2	-0.186966222975
0.205	-0.186966222975
0.21	-0.186966222975
0.215	-0.0392398245749
0.22	-0.0392398245749
0.225	-0.0884819573748
0.23	-0.0884819573748
0.235	-0.186966222975
0.24	-0.186966222975
0.245	-0.186966222975
0.25	-0.186966222975
0.255	-0.0884819573748
0.26	-0.0884819573748
0.265	-0.186966222975
0.27	-0.137724090175
0.275	-0.137724090175
0.28	-0.137724090175
0.285	-0.186966222975
0.29	-0.186966222975
0.295	-0.186966222975
0.3	-0.137724090175
0.305	-0.186966222975
0.31	-0.186966222975
0.315	-0.282372855274
0.32	-0.282372855274
0.325	-0.0884819573748
0.33	-0.0884819573748
0.335	-0.186966222975
0.34	-0.186966222975
0.345	-0.186966222975
0.35	-0.186966222975
0.355	-0.186966222975
0.36	-0.186966222975
0.365	-0.137724090175
0.37	-0.0884819573748
0.375	-0.186966222975
0.38	-0.186966222975
0.385	0.010002308225
0.39	-0.0392398245749
0.395	-0.0392398245749
0.4	-0.0392398245749
0.405	-0.0392398245749
0.41	-0.0392398245749
0.415	-0.0884819573748
0.42	-0.0884819573748
0.425	-0.0884819573748
0.43	-0.0392398245749
0.435	-0.186966222975
0.44	-0.186966222975
0.445	-0.0392398245749
0.45	-0.0392398245749
0.455	-0.282372855274
0.46	-0.282372855274
0.465	-0.137724090175
0.47	-0.0884819573748
0.475	-0.282372855274
0.48	-0.236208355774
0.485	-0.186966222975
0.49	-0.186966222975
0.495	-0.282372855274
0.5	-0.282372855274
0.505	-0.282372855274
0.51	-0.282372855274
0.515	-0.186966222975
0.52	-0.186966222975
0.525	-0.0884819573748
0.53	-0.0884819573748
0.535	-0.282372855274
0.54	-0.236208355774
0.545	-0.137724090175
0.55	-0.0884819573748
0.555	-0.282372855274
0.56	-0.282372855274
0.565	-0.186966222975
0.57	-0.186966222975
0.575	-0.0392398245749
0.58	-0.0392398245749
0.585	0.010002308225
0.59	-0.0392398245749
0.595	-0.0392398245749
0.6	0.010002308225
0.605	-0.186966222975
0.61	-0.186966222975
0.615	-0.0392398245749
0.62	-0.0392398245749
0.625	-0.0392398245749
0.63	-0.0392398245749
0.635	-0.0392398245749
0.64	-0.0392398245749
0.645	-0.0392398245749
0.65	-0.0392398245749
0.655	-0.186966222975
0.66	-0.186966222975
0.665	-0.282372855274
0.67	-0.236208355774
0.675	-0.0884819573748
0.68	-0.0884819573748
0.685	-0.0392398245749
0.69	-0.0392398245749
0.695	-0.186966222975
0.7	-0.236208355774
0.705	-0.0884819573748
0.71	-0.137724090175
0.715	-0.186966222975
0.72	-0.186966222975
0.725	-0.186966222975
0.73	-0.186966222975
0.735	-0.0392398245749
0.74	-0.0884819573748
0.745	-0.0884819573748
0.75	-0.0884819573748
0.755	-0.137724090175
0.76	-0.0884819573748
0.765	-0.0884819573748
0.77	-0.137724090175
0.775	-0.0392398245749
0.78	-0.0392398245749
0.785	-0.0884819573748
0.79	-0.0392398245749
0.795	-0.0392398245749
0.8	-0.0884819573748
0.805	0.0592444410249
0.81	0.0592444410249
0.815	0.0592444410249
0.82	0.0592444410249
0.825	-0.0392398245749
0.83	-0.0392398245749
0.835	0.0592444410249
0.84	0.0592444410249
0.845	-0.0392398245749
0.85	-0.0392398245749
0.855	0.0592444410249
0.86	0.0592444410249
0.865	-0.137724090175
0.87	-0.137724090175
0.875	-0.186966222975
0.88	-0.186966222975
0.885	-0.0392398245749
0.89	-0.0884819573748
0.895	-0.0392398245749
0.9	-0.0392398245749
0.905	-0.0392398245749
0.91	-0.0392398245749
0.915	-0.0392398245749
0.92	-0.0392398245749
0.925	-0.0392398245749
0.93	-0.0392398245749
0.935	0.0592444410249
0.94	0.0592444410249
0.945	0.0592444410249
0.95	0.0592444410249
0.955	0.010002308225
0.96	-0.0392398245749
0.965	0.0592444410249
0.97	0.0592444410249
0.975	-0.0392398245749
0.98	-0.0392398245749
0.985	0.108486573825
0.99	0.0592444410249
0.995	0.0592444410249
1	0.0592444410249
1.005	-0.0392398245749
1.01	-0.0392398245749
1.015	0.108486573825
1.02	0.0592444410249
1.025	0.0592444410249
1.03	0.0592444410249
1.035	0.157728706625
1.04	0.206970839424
1.045	0.256212972224
1.05	0.256212972224
1.055	0.305455105024
1.06	0.305455105024
1.065	0.400861737324
1.07	0.400861737324
1.075	0.597830268524
1.08	0.597830268524
1.085	0.844040932523
1.09	0.844040932523
1.095	1.03793183042
1.1	1.03793183042
1.105	1.43186889282
1.11	1.43186889282
1.115	1.67500192352
1.12	1.67500192352
1.125	1.92121258752
1.13	1.97045472032
1.135	2.41055628222
1.14	2.41055628222
1.145	2.85065784412
1.15	2.85065784412
1.155	3.19535277372
1.16	3.19535277372
1.165	3.44156343772
1.17	3.44156343772
1.175	3.83242286682
